         10166 function calls (9402 primitive calls) in 0.109 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 {built-in method fromtimestamp}
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/lib/python3.13/site-packages/transformers/modeling_utils.py:1643(get_head_mask)
        8    0.000    0.000    0.000    0.000 /opt/miniconda3/lib/python3.13/site-packages/torch/nn/modules/container.py:150(__len__)
        6    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
       13    0.000    0.000    0.000    0.000 {built-in method torch._C._get_cudnn_enabled}
        8    0.000    0.000    0.000    0.000 /opt/miniconda3/lib/python3.13/site-packages/transformers/tokenization_utils_base.py:1095(<genexpr>)
        3    0.000    0.000    0.000    0.000 /opt/miniconda3/lib/python3.13/threading.py:318(_is_owned)
       12    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
       12    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       16    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/lib/python3.13/site-packages/tqdm/utils.py:125(__eq__)
        7    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/lib/python3.13/site-packages/tqdm/utils.py:187(disable_on_exception)
       11    0.000    0.000    0.000    0.000 /opt/miniconda3/lib/python3.13/site-packages/transformers/utils/generic.py:388(<genexpr>)
       13    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        4    0.000    0.000    0.000    0.000 {method 'dim' of 'torch._C.TensorBase' objects}
        1    0.000    0.000    0.000    0.000 <frozen abc>:117(__instancecheck__)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/lib/python3.13/threading.py:1160(daemon)
        6    0.000    0.000    0.000    0.000 /opt/miniconda3/lib/python3.13/site-packages/transformers/utils/generic.py:392(<genexpr>)
        3    0.000    0.000    0.000    0.000 /opt/miniconda3/lib/python3.13/site-packages/torch/__init__.py:1100(is_tensor)
        7    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/lib/python3.13/threading.py:1022(_set_native_id)
        3    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/lib/python3.13/threading.py:843(_newname)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/lib/python3.13/site-packages/sentence_transformers/SentenceTransformer.py:1178(_first_module)
       13    0.000    0.000    0.000    0.000 {method 'keys' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/lib/python3.13/site-packages/tqdm/utils.py:252(_is_utf)
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/lib/python3.13/site-packages/tqdm/utils.py:222(__eq__)
       18    0.000    0.000    0.000    0.000 /opt/miniconda3/lib/python3.13/inspect.py:2779(name)
       18    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        3    0.000    0.000    0.000    0.000 /opt/miniconda3/lib/python3.13/site-packages/tqdm/utils.py:152(wrapper_setattr)
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/lib/python3.13/threading.py:306(__exit__)
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/lib/python3.13/_weakrefset.py:21(__enter__)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/lib/python3.13/site-packages/transformers/tokenization_utils_base.py:2906(_is_valid_text_input)
        1    0.000    0.000    0.000    0.000 {method 'difference' of 'set' objects}
       12    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
       18    0.000    0.000    0.000    0.000 /opt/miniconda3/lib/python3.13/inspect.py:2791(kind)
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/lib/python3.13/site-packages/tqdm/utils.py:139(__getattr__)
        2    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        6    0.000    0.000    0.000    0.000 {built-in method builtins.max}
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/lib/python3.13/site-packages/tqdm/std.py:1153(_comparable)
        5    0.000    0.000    0.000    0.000 /opt/miniconda3/lib/python3.13/site-packages/transformers/utils/import_utils.py:348(is_torch_available)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/lib/python3.13/site-packages/tqdm/utils.py:156(__init__)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/lib/python3.13/site-packages/transformers/utils/import_utils.py:636(is_torch_fx_available)
        5    0.000    0.000    0.000    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
        7    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        6    0.000    0.000    0.000    0.000 /opt/miniconda3/lib/python3.13/collections/__init__.py:1141(__setitem__)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/lib/python3.13/threading.py:1427(current_thread)
        2    0.000    0.000    0.000    0.000 {built-in method torch._C._is_tracing}
        8    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/lib/python3.13/threading.py:312(_release_save)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/lib/python3.13/enum.py:199(__get__)
        1    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
        3    0.000    0.000    0.000    0.000 /opt/miniconda3/lib/python3.13/site-packages/transformers/tokenization_utils_base.py:261(__getitem__)
        5    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        6    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        3    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {method 'wrap' of 'numpy._core._multiarray_umath._array_converter' objects}
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/lib/python3.13/threading.py:1018(_set_ident)
        3    0.000    0.000    0.000    0.000 /opt/miniconda3/lib/python3.13/site-packages/tqdm/std.py:167(colour)
        3    0.000    0.000    0.000    0.000 /opt/miniconda3/lib/python3.13/site-packages/tqdm/utils.py:112(__format__)
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/lib/python3.13/site-packages/tqdm/std.py:1157(__hash__)
        1    0.000    0.000    0.000    0.000 {method 'as_arrays' of 'numpy._core._multiarray_umath._array_converter' objects}
        1    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        3    0.000    0.000    0.000    0.000 /opt/miniconda3/lib/python3.13/site-packages/tqdm/std.py:226(__init__)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/lib/python3.13/site-packages/tqdm/std.py:1147(__del__)
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/lib/python3.13/_weakrefset.py:17(__init__)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/lib/python3.13/site-packages/tqdm/std.py:116(create_mp_lock)
       12    0.000    0.000    0.000    0.000 /opt/miniconda3/lib/python3.13/inspect.py:3074(parameters)
        3    0.000    0.000    0.000    0.000 /opt/miniconda3/lib/python3.13/site-packages/tqdm/utils.py:108(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method _weakref.proxy}
        1    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/lib/python3.13/threading.py:1265(_make_invoke_excepthook)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/lib/python3.13/site-packages/transformers/tokenization_utils_base.py:299(keys)
        2    0.000    0.000    0.000    0.000 {method 'is_complex' of 'torch._C.TensorBase' objects}
        2    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
      7/2    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        6    0.000    0.000    0.000    0.000 /opt/miniconda3/lib/python3.13/inspect.py:2783(default)
        1    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/lib/python3.13/enum.py:1333(value)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/lib/python3.13/logging/__init__.py:1750(getEffectiveLevel)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/lib/python3.13/site-packages/transformers/tokenization_utils_base.py:305(items)
        2    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        2    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 /opt/miniconda3/lib/python3.13/site-packages/tqdm/std.py:163(colour)
        2    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/lib/python3.13/threading.py:315(_acquire_restore)
        3    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.min}
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/lib/python3.13/threading.py:1145(daemon)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/lib/python3.13/site-packages/tqdm/utils.py:282(_screen_shape_wrapper)
        1    0.000    0.000    0.000    0.000 {method 'remove' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/lib/python3.13/site-packages/transformers/utils/import_utils.py:640(is_peft_available)
        1    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/lib/python3.13/site-packages/numpy/_core/fromnumeric.py:1126(_argsort_dispatcher)
        1    0.000    0.000    0.000    0.000 {built-in method _thread.daemon_threads_allowed}
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/lib/python3.13/threading.py:605(is_set)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/lib/python3.13/site-packages/tqdm/std.py:1301(<lambda>)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/lib/python3.13/site-packages/transformers/tokenization_utils_base.py:3921(_eventual_warn_about_too_long_sequence)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/lib/python3.13/site-packages/transformers/tokenization_utils_base.py:1058(pad_token_type_id)
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/lib/python3.13/site-packages/transformers/tokenization_utils_base.py:3941(_switch_to_input_mode)
      1/0    0.000    0.000    0.000          /opt/miniconda3/lib/python3.13/threading.py:641(wait)
      1/0    0.000    0.000    0.000          /opt/miniconda3/lib/python3.13/threading.py:327(wait)
